_1.365,_0.7588,0.33435,1.716,0.18766,0.1467,0.3831,0.8449,_0.7469,0.9075,_1.864,2.154,_0.0745,_1.577,2.266,_0.1606,1.223,_0.2062,_0.26448,2.425,4.235,_0.2423,_1.988,1.611,_0.9822,_2.336,_0.7156,_0.6364,1.891,_0.4032,_0.3697
1.162,1.353,1.623,0.9432,0.52837,0.683,0.2561,_0.2381,1.539,_0.3902,1.345,_0.2083,0.244477777777778,_0.1034,1.115,0.394,_0.574,0.0121,_0.56025,_0.6305,_0.4467,_0.7181,_0.5326,_0.905,0.8653,1.684,0.0451,_0.3741,0.9899,_1.939,_2.087
0.8235,1.674,1.426,1.171,2.36,0.8279,0.4994,0.7648,0.5066,0.0981,0.038,0.6227,0.41095,0.0411,_0.6473,_0.0859,_0.3137,_0.9447,_0.3975,_0.2552,_0.51365,_0.8228,_1.912,_0.7432,0.776,0.4248,_0.721,0.3149,0.3114,_1.183,_0.7407
1.595,2.942,3.218,4.108,1.977,_0.6959,0.0229,0.36281,1.5,1.399,_1.522,_1.057,_0.5096,0.4382,0.0654,0.2519,0.4005,_0.549,_0.8617,_0.8108,_0.2106,_0.3757,_2.697,0.0285,0.873188888888889,2.347,0.3484,_1.745,2.132,_2.796,_1.773
0.1113,0.7209,2.252,1.652,0.518688888888889,0.3864,2.893,_0.2277,0.5195,1.067,_0.3732,0.1504,_0.12618,_0.8701,_0.9679,0.2099,_0.6856,0.0028,_0.59551,_0.2337,_0.0661,_0.4203,_0.9271,_1.518,0.9719,1.24,0.5179,0.5875,_0.2705,_1.151,_0.9904
0.3824,0.5925,1.611,1.451,0.6754,0.5686,1.603,0.1241,_0.1789,_0.323,_0.0316,0.0581,_0.1836,_0.1215,0.1216,0.1214,_0.5949,_0.3186,_0.1608,_0.4924,_0.1353,_0.5193,_0.4488,_0.079,_0.0598,0.1284,_0.0304,_0.1904,_0.3928,_0.3096,0.0584
2.256,1.312,1.485,1.028,1.433,1.543,1.828,1.258,2.036,1.41,_3.775,0.7456,_0.05466,0.4173,_0.3748,0.2965,_1.183,0.1919,0.1865,_0.6073,_0.2114,_0.5641,_0.654,_0.3771,1.154,0.065,0.3594,_0.4211,0.0242,_1.154,_1.019
0.8024,0.5153,1.666,0.4271,_0.0815,0.8657,0.8011,1.349,0.424,0.1498,_1.124,0.3563,_0.3193,_0.0201,0.3899,_0.3483,_0.0441,_0.3206,_2.425,0.1969,_0.2371,_0.0027,0.21763,_0.6414,_0.000955555555555574,1.485,0.1327,0.0471,_0.1235,_0.6826,_0.2063
1.378,0.7696,2.357,_0.8216,0.4389,0.9935,0.2279,2.065,0.8803,0.148,_2.306,_0.3392,_0.28166,_0.413,_0.1014,_0.356,_1.387,0.0839,_0.9915,0.2104,_0.0586,_0.1673,1.859,_0.7613,_0.1401,0.256925,0.1111,0.1132,_0.1082,_0.7471,0.4739
1.134,0.6083,1.948,0.9638,1.223,1.052,1.514,2.183,1.183,0.6978,_2.199,_0.9745,_0.1497,_0.2169,_0.1229,_0.507,_1.533,1.021,_1.627,_0.1467,0.265,_0.8065,_0.3925,_0.6704,_0.4918,0.8951,_0.052,_0.0221,_0.594,_0.8464,_0.1708
1.512,0.8136,1.802,_0.2838,_0.8758,1.088,1.043,3.095,1.68,1.858,_2.465,_0.4518,_0.30275,_0.5673,_0.483,_1.288,_0.9088,0.2114,_0.60354,_0.5932,_0.6375,0.7265,_0.142,_0.5795,0.1116,0.3794,_1.864,_0.9484,1.139,_0.8834,_0.055
0.9737,0.8235,2.051,0.1929,_0.1555,1.605,2.089,3.424,1.253,3.034,_1.842,0.1811,_0.8621,_0.3601,_0.3183,_1.408,_0.9233,0.1764,_2.014,_0.758,_0.8164,1.161,0.0975,_1.066,_0.0829666666666667,0.7945,_1.117,_0.6448,1.112,0.0214,0.6827
0.9312,2.087,2.406,1.683,0.8476,1.444,1.4,0.1924,1.859,1.567,_3.798,_1.152,_1.487,_1.276,_0.9602,_2.857,1.786,_0.9723,_0.4814,1.088,_0.2384,_0.9108,2.428,0.35,1.067,0.8935,0.5799,_0.3776,_0.9031,0.1789,0.7367
2.03,2.183,3.941,2.328,1.848,2.944,3.185,1.594,1.37661,2.924,_4.514,_1.725,_3.876,_3.764,_1.52,_2.718,_3.319,0.6334,_0.6504,_0.6447,_0.5725,_1.168,_0.7244,_0.4554,1.126,1.365,_0.4292,0.6907,3.276,0.1424,0.9875
0.843,0.5725,0.8474,1.081,1.046,0.5865,0.7188,0.5266,0.4758,_0.1569,_1.674,_0.787,_1.896,_1.425,_0.0577,_0.3608,_1.431,_0.0404,0.8249,_0.2328,_0.1511,0.0442,0.4471,0.3368,_0.1546,0.5512,0.4088,0.5027,0.2916,0.1338,0.2166
_0.1504,4.065,2.09201,5.342,1.238,2.3583,4.607,4.712,4.168,3.424,_3.887,_2.292,_2.225,_3.072,_1.273,_2.342,_0.5562,_2.691,_2.028,_2.516,_1.358,_1.49395,_0.5657,2.248,3.434,2.49,1.322,_2.107,1.427,0.02685,5.074
1.808,1.244,0.9833,1.05,_0.8435,0.0497,0.1849,_0.2438,1.298,0.2821,_1.803,_0.4331,_1.931,_0.8048,_0.774,_1.288,_0.6038,0.2132,_0.14029,_1.256,_0.5069,_0.32521,0.1035,0.0666,_0.3558,0.7351,0.8927,_0.3643,0.2815,1.489,1.839
0.6729,1.908,1.937,0.7715,0.5782,_0.0734,0.2991,0.0501,0.1707,0.7857,_0.78778,_0.21422,_1.87,_1.611,_0.4823,_0.9938,_0.1077,_0.2771,_0.0663,_0.9044,_0.30123,_1.255,0.3329,_0.4528,_0.4988,0.7634,_0.1566,_0.2669,_0.2278,1.465,0.6183
0.7137,1.703,1.522,0.6397,0.5661,0.2402,0.4215,_0.0986,0.1427,0.5163,_0.4222,_0.5258,_1.696,_1.356,_0.2603,_0.8555,_1.548,_0.053,_0.4459,_0.4351,_0.9255,_1.283,0.6866,0.1585,1.385,1.469,0.6426,0.4597,0.51383,1.706,1.35
0.8297,2.366,1.489,0.7166,0.9829,0.6562,0.4143,0.6952,1.464,0.0749,_1.323,_0.5448,_1.247,_0.0695,0.1246,_1.492,0.0127,0.2367,_0.3775,_1.685,_0.6253,_2.358,0.0178,0.476,_0.1045,0.2347,_0.0774,0.147,_0.2567,1.821,0.1561
2.467,3.454,4.275,0.0165,0.4255,0.4977,0.8254,1.436,3.266,1.633,_1.177,_0.07895,_1.577,_2.26,0.1517,_1.689,0.5518,_1.136,_0.86657,_0.8771,_1.77,_1.306,2.311,_1.703,0.166366666666667,_0.0234,_1.582,_0.9633,0.309722222222222,0.7649,1.376
1.458,1.152,2.222,1.422,0.2882,1.186,1.18,0.1831,2.462,1.498,_0.4584,0.0436,_0.5244,_0.7507,_0.6343,_0.9796,_1.185,_0.1806,_1.049,_0.7308,_0.2742,_0.893,2.037,0.0817,0.4074,1.08,0.4723,_0.5244,0.0536,0.027,0.7006
1.343,1.805,2.603,0.4482,1.415,0.6935,1.387,0.4341,1.689,0.7806,_1.997,_1.3,_1.132,_1.15,_0.17,_0.7946,_0.6375,_1.109,_0.3664,_0.9003,_1.698,_1.322,0.154511111111111,0.3737,0.5526,1.394,0.7226,0.5394,1.53,0.3383,0.5085
0.0238,2.945,3.817,2.837,0.5746,1.747,1.479,2.859,0.5354,0.6838,_2.646,_0.173933333333333,_0.58026,_0.6115,_1.083,_2.039,_1.805,_0.2472,_0.73528,_2.083,_1.733,_0.68415,2.913,0.8556,0.189642857142857,_1.419,_1.964,_0.244,_0.8583,1.141,1.212
1.744,1.877,2.363,0.6097,1.0013375,0.6802,0.6805,0.3608,0.568,0.0684,_1.478,0.4625,0.0752,0.0033,_0.9065,_0.2065,_0.7289,_0.6829,_0.44859,_0.4303,_0.1336,_0.257,_0.3109,_0.4027,0.5877,0.2721,_0.411,0.1586,0.4314,0.1127,0.635
1.716,1.908,2.702,0.0254,1.565,0.419,0.7853,0.2345,_0.1268,_0.1107,_1.715,0.5624,_0.1363,0.0724,_1.303,_0.209,_0.6598,_0.4057,0.9088,_0.7608,_0.1372,_0.354,_0.7446,_0.1908,0.3347,_0.1683,_0.6713,_0.0268,0.3818,0.1559,0.5481
2.447,3.612,3.665,1.058,0.4383,0.5636,1.548,0.6418,_0.7936,_0.4458,_1.235,_0.1559,_2.174,_0.1199,_0.4657,_1.527,_1.25,_0.105,0.849,_0.7339,0.4934,0.0837,1.384,_0.1781,0.584375,0.2625875,1.381,2.029,_0.1174,0.0633,0.0371
0.9474,1.72,2.048,0.1983,0.1647,0.8729,1.156,0.11,0.2664,_0.2415,_0.9082,_0.7685,0.5323,0.37,_0.6577,_0.5896,_0.8908,0.2956,_0.0638,_0.3747,_0.6031,_0.7438,1.05,_0.6802,_0.0925,_0.5223,_0.0773,0.9456,0.5198,0.93537,0.7369
2.078,0.6072,1.516,0.6606,1.355,1.739,1.563,1.428,1.323,1.289,_1.021,0.6872,0.5717,0.4985,_0.0307,_1.754,_0.2017,_0.6028,_1.313,1.022,0.4393,_0.7873,1.805,0.485,_1.365,_1.635,0.7392,_1.447,_0.7423,_0.3672,0.4101
1.258,0.6792,1.361,1.044,0.4498,1.702,1.285,1.72,0.9156,0.5637,_0.2038,0.17092,0.0517,0.2535,_0.2845,_0.531,_1.096,_0.2143,_2.139,0.1641,0.3485,0.1549,_1.289,_0.1431,_0.09872,0.7456,0.7718,0.1754,1.448,_0.2453,_0.2371
0.6277,_0.0107,1.779,_0.6584,0.34378,1.347,0.7619,2.009,0.3771,_0.0038,_1.09,_0.2735,0.1044,_0.1673,_0.027,_0.4001,_0.3399,_0.008,_0.04176,0.9486,0.3651,_0.1242,_0.7526,_0.25096,_0.9923,_0.315,_0.0951,0.0092,0.1468,_0.1941,0.4224
1.22,0.0298,1.3,1.32,0.77,2.37,2.92,2.09,0.1498,1.07,_1.1,0.1503,0.0101,_0.2398,0.0701,_0.7802,_0.8601,_0.1698,_0.28,0.2099,0.4799,0.0799,_0.1098,_0.5699,_1.92,_0.4598,_0.5302,0.3098,0.1303,_0.2001,0.2401
0.008,0.3217,1.572,0.6321,0.6282,2.146,2.09,1.113,0.002,_0.0221,_0.3685,_0.5063,_0.25925,_0.4107,_0.2243,0.1103,_0.5949,_0.3306,_0.869,0.5092,0.1058,_0.163,_0.2326,_0.0283,0.2009,0.4603,_0.9678,0.4556,0.2837,_0.303,0.4007
1.611,0.8702,1.6,0.3095,_0.0347,1.451,1.13183,1.614,0.73405,1.385,0.2399,0.2278,_0.0015,0.9324,_0.291,_0.3633,_0.8467,_0.5173,0.0825,_0.5862,_0.175,_0.7219,_0.4225,_0.0313,0.4974,0.455,_0.1483,0.5303,0.5678,_1.0004,_0.8941
0.0145,0.2766,1.85,0.3342,0.4738,1.402,1.063,2.038,2.313,2.237,0.2584,0.8641,_0.0318,_0.18,_0.8241,_0.9955,_1.008,_0.4913,_0.3227,_0.7408,_0.8761,_0.1717,_0.3151,0.1084,_0.7747,0.4769,0.0491,0.8156,0.7745,_1.982,_0.4374
_0.5171,0.2697,1.099,0.5696,0.682,1.48,1.804,1.626,0.2173,0.9447,0.3561,_0.3621,_0.1874,_0.2425,_0.0428,_0.3265,0.1563,0.0101,_1.224,_0.6561,_0.9565,_0.7649,0.3472,0.1012,0.6063,0.3438,0.0047,_0.0974,_0.5829,_0.4939,_1.417
_0.1205,0.1683,0.9756,0.686,_0.0335,1.937,1.306,0.9773,_0.3253,0.4406,0.9705,0.2174,_0.1534,_0.0296,0.0265,_0.2897,_0.0859,_0.6341,_0.5247,_0.4437,_0.7587,_0.0806,1.052,0.1479,0.1698,0.5272,0.2608,0.5904,0.3757,_1.061,_0.354
0.8755,0.4044,0.3731,1.654,_0.5045,0.8517,1.491,0.7502,1.524,0.4664,1.145,0.5196,0.337,0.3024,0.423,_1.421,_0.4357,_0.4078,_0.69611,_0.878,_0.8476,_1.111,_0.1118,_0.7449,0.04034,0.0794,0.9827,0.2626,0.47002,_1.291,_1.162
_0.0673,0.4947,0.9684,1.386,_0.8496,1.556,1.757,1.254,1.091,1.764,0.1618,0.7025,0.505,0.5315,0.4311,_0.3931,_0.3082,0.2205,_1.159,_0.938,_1.177,_0.5358,_0.5463,_0.2933,0.2304,0.4245,0.4478,0.6383,_0.0503,_0.9066,_1.285
0.0045,1.128,2.252,_0.071,_0.2863,0.8816,1.971,0.96798,1.059,0.5835,0.6533,0.40848,_0.3824,0.5793,0.2939,_0.3216,_0.3815,_0.0472,_0.43293,0.0173,_0.4777,_0.544,0.0497,_0.3026,_0.1116,_0.0743,_0.2709,_0.16818,0.12635,_0.6843,_0.1722
2.068,0.4338,0.176,2.017,0.3114,1.935,1.147,1.432,2.362,2.266,_1.451,1.231,0.7386,0.5691,0.758,_0.1975,1.21,0.3044,_1.567,_1.899,_0.9243,_0.280111111111111,_1.654,_1.03,_0.5162,0.2732,_0.4823,_1.542,_0.7102,0.0426375,_1.969
1.5,0.0837,1.19,0.6311,0.3367,1.819,1.082,0.3866,2.787,2.422,0.05461,1.552,_0.5419,1.212,0.1222,0.9393,1.566,_0.442,_0.61714,_1.628,_0.49804,_0.64788,_0.5035,_0.4997,_0.2102,_0.2197,_1.538,0.0861,_0.2454,_0.265422222222222,1.23
0.9923,0.3134,_0.0262,2.049,0.4147,1.452,0.6566,0.9427,2.557,1.471,_0.0286,0.732,_0.2119,0.471,0.4205,_0.3257,0.2819,_0.1477,_0.6065,_1.151,_0.299,0.0776,_0.4255,_0.6454,0.554,_0.1951,_0.1487,_0.4424,0.1416,_0.12172,0.6595
3.8,1.273,0.7463,3.815,2.639,1.319,1.065,1.888,0.99992,_0.2275,_1.285,1.694,1.47,1.939,_0.6199,1.34,_0.886,_0.1648,_0.611,_1.188,_0.3764,_1.064,0.4634,_1.614,_0.9687,_1.95,_2.162,_0.0196,_0.3073,_0.7134,_0.53
1.796,1.12,1.421,1.587,1.739,0.7748,0.6305,0.2146,0.8715,_0.9022,0.6348,0.8678,0.7255,0.7902,0.0023,0.1365,_0.2874,0.164,_1.132,0.4424,0.2881,_0.775,_0.0545,_0.5551,_0.106,0.0793,_0.7774,_0.6669,0.0266,_0.8953,_0.4777
2.68455555555556,5.089,5.889,5.017,3.858,4.787,4.348,1.978,2.83,_1.294,_3.162,1.27,5.9,6.288,_2.679,_0.3206,2.935,_1.921,_2.813,_2.698,_2.371,_2.663,_3.054,_0.0955,_0.296125,1.185,_2.388,_2.165,_2.31,0.7069,1.317
0.2719,1.71,2.34,3.056,4.336,3.088,1.895,2.413,4.295,2.761,_2.887,1.341,4.797,5.4,_0.9662,0.1169,_0.4512,_0.2322,_1.589,_1.441,_1.084,_1.867,_4.723,_0.24872,_1.07478888888889,_2.7,_0.9911,_2.516,_0.67925,_1.15402,0.1237
0.6725,_0.2355,_0.1115,0.7799,0.7044,2.43,1.694,2.399,3.122,1.167,_1.329,2.649,2.078,2.051,0.1827,_0.3798,_0.2804,0.0738,_0.9656,_0.6681,_0.324,_0.854,_1.187,_0.7381,_0.7874,_1.144,_0.8312,_0.4876,_0.1318,_1.224,_0.3753
1.707,0.3569,0.2155,1.778,1.516,1.904,1.697,2.599,0.7117,_0.0584,_0.8102,0.6432,2.1,2.236,_0.7811,_0.634,0.0071,_0.7786,0.0302,0.0479,_0.2292,0.7727,_0.6621,_0.2687,_0.554,_0.722,_2.304,_1.292,_0.2484,_1.358,_0.8349
0.4247,0.225,0.9797,0.7185,_1.03,2.433,2.912,1.591,0.1344,_0.1588,_1.129,_0.5472,_0.516,_0.6312,_0.8503,_0.5199,_1.061,0.002,0.2018,_0.6168,_0.1992,_0.7799,_0.0737,_0.662,_0.2449,_0.3985,_0.7163,_0.7071,_0.7582,_0.1602,0.7224
0.5099,0.8834,0.8658,0.72521,0.1642,2.578,2.126,0.7641,0.3601,0.4679,_1.115,0.0064,_0.5391,_0.6433,_0.679,_0.1064,_0.3792,_0.0177,_0.1735,_0.0819,_0.0913,0.4484,_0.4643,_0.5827,_0.5164,_0.1853,_0.4635,_1.22,_0.3953,0.0779,_0.326
0.2752,0.4302,0.3758,0.9095,0.4632,2.171,1.918,0.6964,_0.3061,0.0599,_1.206,0.1983,_0.5924,_0.611,_0.8041,_0.0052,_0.5434,0.1136,_0.4337,0.0112,_0.3623,_0.2717,_0.822,_0.5458,_0.1637,_0.7034,_0.3126,_1.254,_0.1232,0.0644,_0.2076
_0.3254,0.0458,0.4787,_0.1617,0.8049,2.173,2.273,1.278,0.9245,0.2464,_0.33537,_0.1165,_0.8549,_0.5946,_0.4196,_0.8957,_1.363,_0.0516,0.3694,_0.0998,_0.47276,_0.2974,_0.5223,_0.6114,_0.7034,_0.6843,_0.6669,_1.006,_0.2074,0.7624,0.8557
_1.629,0.0701,1.254,1.005,0.47902,3.29,2.356,1.609,0.0765,2.32,_1.838,0.1149,_0.6041,_0.6313,_0.4942,_1.808,_1.915,_0.5058,1.305,0.4977,0.3722,0.6105,_1.01,_0.3734,_0.7185875,_1.334,_1.697,_1.297,_0.1768,1.58,1.475
_0.5438,_0.041,0.9761,2.116,_0.061,3.707,2.483,2.378,_0.5129,2.421,_2.095,0.3809,_1.985,_0.1601,_0.4499,_1.919,_1.245,0.2326,0.9872,0.7191,0.2931,1.177,_1.994,_0.7024,_0.9946,_1.432,_1.845,_0.9516,_1.44,0.7864,1.157
0.6038,0.9719,1.057,0.6285,1.00037,2.563,0.7342,2.515,1.049,1.79,0.5286,_0.03592,_0.0991,_0.2272,_0.5227,_1.001,_0.8559,_0.2148,_0.74158,_0.928,_0.4603,_0.3315,_0.8629,_0.0692,1.716,0.0027125,_0.9244,_0.38157,_0.4841,0.1183,_0.3752
0.0132,0.8528,1.321,1.35,0.6007,3.67,2.412,3.418,1.722,2.392,_1.232,_0.0641,_1.755,0.1908,0.2605,_1.632,_1.022,0.194,_0.3883,_0.6186,_1.61,0.4388,_0.9413,0.2396,_0.6403875,_1.307,_2.299,_2.59,_0.9451,_0.880044444444444,_0.4158
2.108,1.492,2.603,1.225,2.153,3.501,3.674,1.278,2.06,1.686,_2.471,_0.352,_1.615,_1.596,_0.4902,_1.793,_0.4369,_1.003,2.225,_1.972,_0.8501,1.181,_0.865,_0.9037,2.194,_0.6402,_1.143,_1.657,_0.7528,_0.3395,0.2284
0.7318,2.195,2.499,1.003,1.284,1.254,0.5385,0.1809,1.479,_0.8292,0.2188,0.3251,0.4394,0.0334,_0.0524,_1.19,_0.5856,0.488,_0.6041,_1.083,_0.8647,0.9619,_0.6367,_1.342,_0.4685,_0.3194,_1.428,_0.7001,_0.1564,_1.13998888888889,_1.254
0.9809,1.123,2.243,1.82,1.804,3.02,2.288,_0.1347,1.186,1.882,2.052,0.7161,0.8509,0.9459,0.3724,_1.659,_1.515,0.0268,1.389,_1.799,_0.4989,_0.2384,_1.151,_1.603,_1.841,_1.195,_1.872,_1.943,_1.144,_1.658,_1.742
1.338,1.664,2.342,0.0841,1.13966,1.592,1.774,1.036,0.1504,0.1111,0.0105,0.2881,_0.21096,_0.1397,_0.1397,_0.1082,_1.329,_0.2674,0.1183,_0.6445,_0.6443,_0.2364,_0.4941,_1.193,0.2651,_0.2664,_1.063,_1.605,0.0674,_0.9566,_0.5887
0.5597,0.7013,1.656,0.6438,0.9247,1.632,1.371,1.101,_0.2484,0.5247,_0.0536,_0.3079,0.1803,_0.2343,0.0865,_0.0479,_0.8746,0.0492,0.7549,_0.5782,_0.7612,_0.3782,_1.073,_0.8176,_0.0669333333333333,_0.6685,_0.8982,_1.679,_0.619,_1.109,_0.4866
0.1612,1.073,2.108,0.6586,1.204,1.673,1.391,0.5894,_0.048,_0.0351,0.213,0.2782,0.3204,0.395,0.72,0.3958,_0.382,_0.2653,1.218,_0.2815,_0.7636,_0.6664,0.14299,_1.011,_0.7405,_0.5574,_0.4887,_1.506,_0.2018,_0.5863,_0.2381
1.408,0.543,0.7285,1.306,0.2729,1.028,0.881,1.174,1.134,0.0426,_1.032,_0.2242,_0.3142,_0.285,0.1322,_2.138,_0.7494,_0.6314,0.6758,_0.259,_0.1354,_1.241,2.145,_0.3559,_0.5166,_0.0182,0.294,_0.6132,0.5047,0.4685,0.5341
1.591,0.6268,0.4265,2.433,0.0277,1.324,1.01,1.322,0.9483,0.8866,_0.6086,0.0586,_0.417,0.03993,0.2499,_1.848,_0.8845,_1.422,_0.9814,0.0676,_0.2986,_0.671,1.998,_0.5898,_0.6831,0.4638,0.8395,_0.2181,0.5374,0.8487,1.507
2.272,1.202,1.607,1.392,0.5453,0.9247,1.12,0.5792,0.994,0.6038,0.1666,_0.6629,_0.8228,_0.8399,_0.6057,_1.184,_1.348,_0.2459,_0.5601,_0.9803,_0.871,0.3882,0.4018,_0.6607,0.2803,0.4311,_0.0944,_0.4476,0.3559,1.308,1.095
1.713,0.5911,1.009,0.4421,0.5615,1.675,1.668,0.8986,_0.0749,0.008,_0.7556,_0.2369,_0.4165,_0.1809,0.0319,0.0144,_0.8786,_0.5562,_1.303,_0.5203,_0.0469,_0.2387,0.8263,_0.0534,0.0346,0.4076,0.0488,_0.0192,0.4516,0.3809,0.7737
1.999,1.304,1.614,1.426,1.883,1.507,1.31565555555556,0.9778,1.089,0.5085,0.7368,_0.7909,0.8934,0.6207,_0.1974,_1.519,_0.5853,_0.3042,_1.888,_0.1385,_0.3806,_1.157,1.939,_0.0809,0.5574,_0.5063,_0.1956,_0.1285,0.28219,0.6226,1.051
1.969,1.94,1.939,2.307,1.265,3.435,3.155,2.148,2.028,1.958,_1.808,_1.063,_1.671,_2.285,_2.46,_1.576,_1.424,_1.779,_1.719,_1.697,_1.553,_2.148,2.834,0.017,0.4523,0.6276,_1.014,_1.124,_0.7649,_0.3481,_0.5115
0.8773,0.917,1.073,1.445,1.106,1.8,2.184,0.7609,_0.376,_0.5213,_0.6864,_0.0604,_0.5788,_0.5718,_1.115,_0.0265,_1.134,_0.3594,_0.7363,_0.644,_2.248,0.1915,1.092,0.1073,_1.159,0.2926,0.1509,0.0323,0.3788,0.2313,0.6607
0.80923,1.804,2.672,2.043,1.058,2.683,2.384,1.647,0.6912,_0.449,_0.3087,0.5569,_0.0341,_0.2604,_0.69,_1.238,_0.4292,_0.5881,_1.927,_0.6938,0.6261,_1.196,2.025,0.0861,_0.3058,0.5929,0.8778,0.3557,0.7862,0.492911111111111,2.371
0.8892,2.131,2.87,0.3429,1.05,2.384,2.075,1.492,_0.2529,_0.9966,_1.042,0.6362,_0.8088,_0.4678,_0.295,_0.9497,_0.9353,0.2643,_0.4484,_0.6047,_0.5908,_0.6542,0.5299,0.2658,_0.4309,_0.1357,0.4634,0.2073,0.8456,1.646,1.452
1.021,0.5978,1.514,1.61,0.7418,1.24,1.188,0.7517,0.8506,_0.611,_1.014,_0.1043,_0.6946,_0.3174,_0.3229,_0.836,_0.3082,0.2436,_0.9203,_0.1373,_0.9516,0.5604,_0.3865,_0.0732,0.35153,0.5258,_0.0665,0.5869,0.5254,1.07,1.636
2.021,3.064,4.335,_0.7444,0.2383,4.489,2.918,3.349,1.38224,1.757,_2.332,2.295,_0.4136,_0.3168,_0.1829,_4.252,2.384,0.2701,_0.748511111111111,_1.916,_1.536,_0.35336,_0.2457,0.4558,_1.285,_1.229,_1.885,_1.6063,_0.6241,_0.61332,_0.2694
3.117,2.35,2.315,2.646,3.219,0.8683,1.103,2.389,2.498,_0.159,_0.1836,_0.3108,_0.3252,_0.3912,_0.2103,_0.9383,_0.8647,_0.1185,_0.1227,_0.98,_0.57166,_0.7826,_0.2748,_0.8433,_0.0059,_0.4432,_1.284,_1.32,_0.1716,_4.933,_0.6238
1.433,0.84002,1.503,2.716,1.185,2.238,1.932,2.621,1.53,0.9874,0.5938,_0.8242,_1.653,_0.1712,_0.5445,_1.216,_1.353,_1.052,_1.718,_1.157,_0.5182,_0.1382,0.4046,0.0388,_0.01681,0.1505,0.8879,_0.6597,0.0561,_1.218,_0.9022
1.433,0.6472,1.126,2.569,1.983,2.102,1.535,2.365,0.983,0.2776,0.4344,_1.071,_0.0099,0.0337,0.1036,_0.9205,_1.546,_0.8244,_0.4004,_0.4632,_0.3324,0.0017,_0.9348,_0.2675,_0.7556,_0.8262,0.7687,_0.6341,0.2585,_1.648,_0.6095
1.781,1.455,1.733,1.602,1.044,0.7853,0.4424,1.038,2.204,1.065,0.7305,0.216855555555556,_0.0283,0.5473,0.2071,_0.3978,_0.4595,_0.1497,0.0202,_0.9327,_0.9792,_0.782,0.118,_0.1577,_0.07161,_0.3318,0.1525,_0.644,_0.0899,_0.3422,_1.011
0.1224,0.6008,2.031,2.518,_0.1741,1.993,0.7181,1.671,1.993,0.5538,0.2397,0.9833,_0.6944,0.2372,_0.6431,0.3302,_0.95,_0.0721,_0.8825,_0.8485,_0.135,0.2943,_0.7975,_0.4741,_0.363755555555555,_1.285,_0.81627,_1.249,_0.0569,_0.845722222222222,_1.403
_0.034,0.9805,1.914,2.576,_0.4919,2.277,1.754,1.352,1.767,0.4217,_0.2827,0.3826,_0.3125,1.193,_1.179,0.0989,_0.961,_0.6045,_0.9976,_0.947,0.0841,_0.248055555555555,_0.8706,0.0089,_0.5015,_0.5337,_0.2864,_0.8397,0.1519,_0.879633333333333,_1.436
0.2054,1.742,2.14,1.764,_0.2232,2.393,1.592,0.7087,2.399,1.439,_0.5873,_0.3986,_0.0289,0.359,_0.1905,_0.2159,_0.9178,0.1981,_1.049,_0.3255,_0.1138,0.8051,0.5066,_0.8833,_0.743,_0.5002,_1.134,_1.315,0.0317,_0.984555555555555,_1.793
1.001,1.253,2.294,0.1099,1.06,0.8501,0.9073,1.718,0.5659,0.5963,0.5211,0.4649,0.1997,0.269,_0.7783,_0.3028,_0.0516,0.2901,0.571,_0.1256,_0.1943,_0.1407,_0.0625,_0.3637,_0.5129,_0.3897,_1.441,_0.2133,_0.2154,_1.761,_0.886
2.45,4.2,4.463,_0.4047,1.305,3.139,2.277,2.383,2.215,0.5709,_1.967,2.288,0.6885,1.233,_1.372,_2.031,0.3287,_1.292,1.841,_1.009,_0.2574,_0.9752,_1.526,_0.59118,_0.3317,_2.245,_1.81,_2.187,_0.3384,_0.889933333333333,_0.31855
0.6759,2.228,2.674,0.0484,0.4098,1.183,1.349,1.049,0.9003,0.4475,_1.228,0.3877,_1.196,0.0478,_0.8686,_0.9828,_0.1622,_0.1379,0.1128,_0.3524,0.5466,_0.2406,_0.3962,_0.3457,0.0722,0.2418,_0.2772,_0.8404,_0.6536,_1.551,_0.9436
2.988,2.707,2.8,1.839,2.6,1.181,1.117,1.11304,1.869,0.8677,_1.799,_0.719,_1.798,_0.9952,_0.3822,_0.8455,_1.582,1.092,_1.037,_1.724,_1.45,_0.9631,0.0873,_0.4817,_0.4417,_0.7327,_1.709,_2.351,_1.108,_1.10606666666667,_0.9018
3.562,3.035,3.786,1.187,2.708,1.766,1.111,0.6188,1.654,0.3198,_1.564,_0.5636,_1.539,_0.6701,_0.9201,_0.5684,_1.904,0.1195,_1.585,_1.883,_1.857,_0.5427,_0.7612,_0.4613,0.179,_0.14661,_0.9674,_1.613,_0.9635,_1.493,_1.086
1.035,1.73,2.554,0.4068,1.503,1.446,1.995,1.289,1.666,0.5071,_0.9126,_0.1152,_1.741,_1.349,_1.377,_0.9178,_1.094,_0.1771,_0.3801,_1.531,_1.631,0.9035,_0.1781,_0.6197,0.1212,_0.0987,_0.1382,_1.54,_0.5658,_1.447,_0.4619
3.138,4.61,4.716,2.075,2.79,1.179,1.132,_0.744,1.329,0.3403,_0.9146,_0.6141,_1.508,_1.256,_1.662,_0.7556,_1.168,0.1375,_0.7377,_0.7329,_0.9967,_0.707,1.051,_1.736,_1.14,0.0574,_1.141,_2.41,0.0849,_0.1572,0.3585
